Kalem,2024Q2
nakit ve nakit benzerleri,1830075071
finansal yatırımlar,3999237806
duran finansal yatırımlar,1250000
kısa vadeli borçlanmalar,1162163570
uzun vadeli borçlanmaların kısa vadeli kısımları,304977292
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,1369338129
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,21558786234
toplam kaynaklar,58112151318
hasılat,10953272653
esas faaliyet karı,2148035180
ana ortaklık payları,1711486288
