Kalem,2024Q2
nakit ve nakit benzerleri,10490128
finansal yatırımlar,0
duran finansal yatırımlar,6249410
kısa vadeli borçlanmalar,94708
uzun vadeli borçlanmaların kısa vadeli kısımları,1112372
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,782810
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,86607918
toplam kaynaklar,96293395
hasılat,2896838
esas faaliyet karı,(2691246)
ana ortaklık payları,(3169358)
