Kalem,2024Q2
nakit ve nakit benzerleri,2370943
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,2497998
uzun vadeli borçlanmaların kısa vadeli kısımları,803763
kısa dönem kira yükümlülükleri,510509
uzun vadeli borçlanmalar,35454
uzun dönem kira yükümlülükleri,2483906
ana ortaklığa ait özkaynaklar,17036658
toplam kaynaklar,35616795
hasılat,16330547
esas faaliyet karı,2693012
ana ortaklık payları,1791165
