Kalem,2024Q2
nakit ve nakit benzerleri,619351654
finansal yatırımlar,327596752
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,1772827
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,2129082
uzun vadeli borçlanmalar,0
uzun dönem kira yükümlülükleri,897444
ana ortaklığa ait özkaynaklar,1398841562
toplam kaynaklar,1799880185
hasılat,346847447
esas faaliyet karı,46571650
ana ortaklık payları,(1536377)
