Kalem,2024Q2
nakit ve nakit benzerleri,1601336903
finansal yatırımlar,100021
duran finansal yatırımlar,33958277
kısa vadeli borçlanmalar,2991192332
uzun vadeli borçlanmaların kısa vadeli kısımları,152568357
kısa dönem kira yükümlülükleri,47777341
uzun vadeli borçlanmalar,82104597
uzun dönem kira yükümlülükleri,81528282
ana ortaklığa ait özkaynaklar,3450846775
toplam kaynaklar,8679905452
hasılat,9045687623
esas faaliyet karı,470565143
ana ortaklık payları,351861091
