Kalem,2024Q3
nakit ve nakit benzerleri,559700752
finansal yatırımlar,80441871
duran finansal yatırımlar,627331271
kısa vadeli borçlanmalar,988570878
uzun vadeli borçlanmaların kısa vadeli kısımları,249816325
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,345282770
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,6401892929
toplam kaynaklar,10164993835
hasılat,10873437813
esas faaliyet karı,975620115
ana ortaklık payları,105043599
