Kalem,2024Q3
nakit ve nakit benzerleri,62644
finansal yatırımlar,150125
duran finansal yatırımlar,38784
kısa vadeli borçlanmalar,57089
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,367094
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,618586
toplam kaynaklar,1353669
hasılat,221815
esas faaliyet karı,45048
ana ortaklık payları,51540
