Kalem,2024Q3
nakit ve nakit benzerleri,114041475
finansal yatırımlar,167497
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,55610163
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,2714056
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,1656929511
toplam kaynaklar,2513534000
hasılat,808000691
esas faaliyet karı,173626232
ana ortaklık payları,(80141)
