Kalem,2024Q3
nakit ve nakit benzerleri,2158447
finansal yatırımlar,0
duran finansal yatırımlar,3455142
kısa vadeli borçlanmalar,10479355
uzun vadeli borçlanmaların kısa vadeli kısımları,1255665
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,3340364
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,29875122
toplam kaynaklar,57173697
hasılat,42983753
esas faaliyet karı,1935390
ana ortaklık payları,311873
