Kalem,2024Q3
nakit ve nakit benzerleri,5364987
finansal yatırımlar,3695
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,289877
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,213341
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,15804873
toplam kaynaklar,26572747
hasılat,21078249
esas faaliyet karı,4218647
ana ortaklık payları,2999591
