Kalem,2024Q3
nakit ve nakit benzerleri,4669638538
finansal yatırımlar,4222982136
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,600463378
uzun vadeli borçlanmaların kısa vadeli kısımları,68932367
kısa dönem kira yükümlülükleri,50847638
uzun vadeli borçlanmalar,26472561
uzun dönem kira yükümlülükleri,97857883
ana ortaklığa ait özkaynaklar,41523360573
toplam kaynaklar,51524049918
hasılat,31297210038
esas faaliyet karı,7778449063
ana ortaklık payları,5331834800
