Kalem,2024Q3
nakit ve nakit benzerleri,617345900
finansal yatırımlar,0
duran finansal yatırımlar,2825000
kısa vadeli borçlanmalar,3656840667
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,1617715048
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,7194598116
toplam kaynaklar,19484824578
hasılat,17851223028
esas faaliyet karı,1308710345
ana ortaklık payları,956149103
