Kalem,2024Q4
nakit ve nakit benzerleri,55259993
finansal yatırımlar,1586209
duran finansal yatırımlar,178085
kısa vadeli borçlanmalar,26268031
uzun vadeli borçlanmaların kısa vadeli kısımları,10443033
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,84577132
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,236947401
toplam kaynaklar,425158974
hasılat,204059940
esas faaliyet karı,21056220
ana ortaklık payları,13481348
