Kalem,2024Q4
nakit ve nakit benzerleri,2720031
finansal yatırımlar,92236
duran finansal yatırımlar,508695
kısa vadeli borçlanmalar,37349932
uzun vadeli borçlanmaların kısa vadeli kısımları,5202032
kısa dönem kira yükümlülükleri,324243
uzun vadeli borçlanmalar,19034203
uzun dönem kira yükümlülükleri,911300
ana ortaklığa ait özkaynaklar,44734592
toplam kaynaklar,174493923
hasılat,142736499
esas faaliyet karı,(4384865)
ana ortaklık payları,(11020692)
