Kalem,2024Q4
nakit ve nakit benzerleri,12952136
finansal yatırımlar,5655841
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,11060236
uzun vadeli borçlanmaların kısa vadeli kısımları,5906979
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,50935679
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,59059757
toplam kaynaklar,178651832
hasılat,59211470
esas faaliyet karı,10373620
ana ortaklık payları,6557987
