Kalem,2024Q4
nakit ve nakit benzerleri,3587051
finansal yatırımlar,44965
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,191366
uzun vadeli borçlanmaların kısa vadeli kısımları,3360257
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,14761710
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,89566051
toplam kaynaklar,122971432
hasılat,8222930
esas faaliyet karı,7113170
ana ortaklık payları,4686168
