Kalem,2024Q4
nakit ve nakit benzerleri,26308144
finansal yatırımlar,5443
duran finansal yatırımlar,4906454
kısa vadeli borçlanmalar,4204001
uzun vadeli borçlanmaların kısa vadeli kısımları,11070420
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,32734945
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,31282767
toplam kaynaklar,97437437
hasılat,84097908
esas faaliyet karı,14278207
ana ortaklık payları,7400518
