Kalem,2024Q4
nakit ve nakit benzerleri,1286118797
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,251281613
uzun vadeli borçlanmaların kısa vadeli kısımları,19354873
kısa dönem kira yükümlülükleri,208095702
uzun vadeli borçlanmalar,5978836
uzun dönem kira yükümlülükleri,1212869429
ana ortaklığa ait özkaynaklar,2867441979
toplam kaynaklar,6320712567
hasılat,9428175620
esas faaliyet karı,257027233
ana ortaklık payları,350987082
