Kalem,2024Q4
nakit ve nakit benzerleri,304911493
finansal yatırımlar,48968307
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,745547
uzun vadeli borçlanmaların kısa vadeli kısımları,126365616
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,2493986
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,3022862768
toplam kaynaklar,5417610177
hasılat,3954814066
esas faaliyet karı,279540805
ana ortaklık payları,648423565
