Kalem,2024Q4
nakit ve nakit benzerleri,6594097719
finansal yatırımlar,29796412
duran finansal yatırımlar,12214533
kısa vadeli borçlanmalar,6487062089
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,2039002503
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,16967510137
toplam kaynaklar,35933462064
hasılat,66969628539
esas faaliyet karı,7628216268
ana ortaklık payları,5740536185
