Kalem,2024Q4
nakit ve nakit benzerleri,2727621
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,2498926
uzun vadeli borçlanmaların kısa vadeli kısımları,893124
kısa dönem kira yükümlülükleri,646180
uzun vadeli borçlanmalar,0
uzun dönem kira yükümlülükleri,3901595
ana ortaklığa ait özkaynaklar,22626870
toplam kaynaklar,47291391
hasılat,39689926
esas faaliyet karı,7129820
ana ortaklık payları,5210014
