Kalem,2024Q4
nakit ve nakit benzerleri,2356166
finansal yatırımlar,0
duran finansal yatırımlar,3572534
kısa vadeli borçlanmalar,8413164
uzun vadeli borçlanmaların kısa vadeli kısımları,775406
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,3069380
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,30098413
toplam kaynaklar,55439055
hasılat,55065658
esas faaliyet karı,1709296
ana ortaklık payları,(226612)
