Kalem,2024Q4
nakit ve nakit benzerleri,4365511081
finansal yatırımlar,42333577
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,793269215
kısa dönem kira yükümlülükleri,81281691
uzun vadeli borçlanmalar,1283483000
uzun dönem kira yükümlülükleri,209254246
ana ortaklığa ait özkaynaklar,20428537373
toplam kaynaklar,45366174764
hasılat,36695616273
esas faaliyet karı,2424551022
ana ortaklık payları,2378919082
