Kalem,2024Q4
nakit ve nakit benzerleri,1406877573
finansal yatırımlar,102460172
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,26785000
uzun vadeli borçlanmaların kısa vadeli kısımları,395211931
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,78750255
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,6076230443
toplam kaynaklar,9366051236
hasılat,8329342630
esas faaliyet karı,2241927392
ana ortaklık payları,1650141811
