Kalem,2024Q4
nakit ve nakit benzerleri,126393857
finansal yatırımlar,664288461
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,4099120
uzun vadeli borçlanmaların kısa vadeli kısımları,41526317
kısa dönem kira yükümlülükleri,329018
uzun vadeli borçlanmalar,38000000
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,3174628215
toplam kaynaklar,3655825740
hasılat,1849787755
esas faaliyet karı,250517685
ana ortaklık payları,174218019
