Kalem,2025Q2
nakit ve nakit benzerleri,1026550470
finansal yatırımlar,1240038960
duran finansal yatırımlar,10632902
kısa vadeli borçlanmalar,1281434813
uzun vadeli borçlanmaların kısa vadeli kısımları,525196898
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,657771009
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,6392988844
toplam kaynaklar,11587962152
hasılat,5849740578
esas faaliyet karı,643466206
ana ortaklık payları,203600540
