Kalem,2025Q2
nakit ve nakit benzerleri,1243292916
finansal yatırımlar,33437243
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,463472042
uzun vadeli borçlanmaların kısa vadeli kısımları,852563912
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,812533002
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,8143550355
toplam kaynaklar,19130402066
hasılat,1536735835
esas faaliyet karı,340063039
ana ortaklık payları,490171276
