Kalem,2025Q2
nakit ve nakit benzerleri,350456722
finansal yatırımlar,1488476391
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,2950161671
uzun vadeli borçlanmaların kısa vadeli kısımları,42045260
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,653528417
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,8932490498
toplam kaynaklar,14714698425
hasılat,6974854634
esas faaliyet karı,1243550613
ana ortaklık payları,531348659
