Kalem,2025Q2
nakit ve nakit benzerleri,2733364
finansal yatırımlar,0
duran finansal yatırımlar,3863321
kısa vadeli borçlanmalar,12304208
uzun vadeli borçlanmaların kısa vadeli kısımları,3526869
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,6601476
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,60480503
toplam kaynaklar,122191870
hasılat,104705291
esas faaliyet karı,6584839
ana ortaklık payları,2727402
