Kalem,2025Q2
nakit ve nakit benzerleri,42746907
finansal yatırımlar,89010121
duran finansal yatırımlar,90508642
kısa vadeli borçlanmalar,4972
uzun vadeli borçlanmaların kısa vadeli kısımları,215977
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,5418105
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,328412001
toplam kaynaklar,432636896
hasılat,64363861
esas faaliyet karı,13390036
ana ortaklık payları,15567005
