Kalem,2025Q2
nakit ve nakit benzerleri,212723569
finansal yatırımlar,5377309
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,3645702824
uzun vadeli borçlanmaların kısa vadeli kısımları,3112365418
kısa dönem kira yükümlülükleri,53291623
uzun vadeli borçlanmalar,5265723422
uzun dönem kira yükümlülükleri,69569879
ana ortaklığa ait özkaynaklar,5358463816
toplam kaynaklar,32041717822
hasılat,5977653001
esas faaliyet karı,583231563
ana ortaklık payları,93230177
