Kalem,2025Q2
nakit ve nakit benzerleri,4479856
finansal yatırımlar,50635
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,310366
uzun vadeli borçlanmaların kısa vadeli kısımları,2998250
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,17822207
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,107760270
toplam kaynaklar,149289906
hasılat,4563772
esas faaliyet karı,8268070
ana ortaklık payları,7122626
