Kalem,2025Q2
nakit ve nakit benzerleri,6639567818
finansal yatırımlar,0
duran finansal yatırımlar,7130489
kısa vadeli borçlanmalar,6264569849
uzun vadeli borçlanmaların kısa vadeli kısımları,10809232164
kısa dönem kira yükümlülükleri,30046299
uzun vadeli borçlanmalar,25900672169
uzun dönem kira yükümlülükleri,179112563
ana ortaklığa ait özkaynaklar,48938692419
toplam kaynaklar,108006950504
hasılat,20070276513
esas faaliyet karı,4188170588
ana ortaklık payları,1351953253
