Kalem,2025Q2
nakit ve nakit benzerleri,90351730
finansal yatırımlar,0
duran finansal yatırımlar,773307
kısa vadeli borçlanmalar,2639005
uzun vadeli borçlanmaların kısa vadeli kısımları,6755538
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,31975783
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,306637509
toplam kaynaklar,545630257
hasılat,351315503
esas faaliyet karı,13746919
ana ortaklık payları,9069450
