Kalem,2025Q2
nakit ve nakit benzerleri,98791
finansal yatırımlar,150560
duran finansal yatırımlar,55164
kısa vadeli borçlanmalar,54299
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,446268
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,752073
toplam kaynaklar,1652589
hasılat,330113
esas faaliyet karı,20307
ana ortaklık payları,37326
