Kalem,2025Q3
nakit ve nakit benzerleri,21398583
finansal yatırımlar,8868145
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,13685982
uzun vadeli borçlanmaların kısa vadeli kısımları,7852879
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,68352464
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,80036741
toplam kaynaklar,248234599
hasılat,60874507
esas faaliyet karı,14395778
ana ortaklık payları,4024490
