Kalem,2025Q3
nakit ve nakit benzerleri,31034865
finansal yatırımlar,46816
duran finansal yatırımlar,4116159
kısa vadeli borçlanmalar,160249
uzun vadeli borçlanmaların kısa vadeli kısımları,5659817
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,25102544
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,75697388
toplam kaynaklar,195397660
hasılat,294847578
esas faaliyet karı,(6149562)
ana ortaklık payları,5369397
