Kalem,2025Q3
nakit ve nakit benzerleri,564593
finansal yatırımlar,80219
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,389973
uzun vadeli borçlanmaların kısa vadeli kısımları,584188
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,1898979
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,13067993
toplam kaynaklar,27861694
hasılat,14164106
esas faaliyet karı,2919976
ana ortaklık payları,815675
