Kalem,2025Q3
nakit ve nakit benzerleri,3582147
finansal yatırımlar,15448975
duran finansal yatırımlar,6830676
kısa vadeli borçlanmalar,11228445
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,37623577
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,152060028
toplam kaynaklar,326727123
hasılat,512767099
esas faaliyet karı,8753607
ana ortaklık payları,11252907
