Kalem,2025Q3
nakit ve nakit benzerleri,2869735511
finansal yatırımlar,7661953538
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,1925928844
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,37371987
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,28567338993
toplam kaynaklar,79633505851
hasılat,123744303526
esas faaliyet karı,1331154973
ana ortaklık payları,(565798054)
