Kalem,2025Q3
nakit ve nakit benzerleri,7845995
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,1160372
kısa dönem kira yükümlülükleri,1108891
uzun vadeli borçlanmalar,12379345
uzun dönem kira yükümlülükleri,5363334
ana ortaklığa ait özkaynaklar,32180210
toplam kaynaklar,73135655
hasılat,39221033
esas faaliyet karı,7480419
ana ortaklık payları,4074836
