Kalem,2025Q3
nakit ve nakit benzerleri,2216991783
finansal yatırımlar,14507011
duran finansal yatırımlar,150960982
kısa vadeli borçlanmalar,6927633
uzun vadeli borçlanmaların kısa vadeli kısımları,361664591
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,58424409
uzun dönem kira yükümlülükleri,19461387
ana ortaklığa ait özkaynaklar,8990313561
toplam kaynaklar,13803834530
hasılat,7816828452
esas faaliyet karı,2311848553
ana ortaklık payları,1846042441
