Kalem,2025Q3
nakit ve nakit benzerleri,5963424675
finansal yatırımlar,2408137806
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,144342348
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,2274990499
uzun vadeli borçlanmalar,0
uzun dönem kira yükümlülükleri,3592638485
ana ortaklığa ait özkaynaklar,21362544402
toplam kaynaklar,34909692649
hasılat,34178068237
esas faaliyet karı,2629685833
ana ortaklık payları,2516726285
