Kalem,2026Q1
nakit ve nakit benzerleri,1924174870
finansal yatırımlar,13091843348
duran finansal yatırımlar,2288399242
kısa vadeli borçlanmalar,3808173000
uzun vadeli borçlanmaların kısa vadeli kısımları,34493171
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,2608648395
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,38403565895
toplam kaynaklar,58630702726
hasılat,9286457701
esas faaliyet karı,2866664205
ana ortaklık payları,1811756765
