Kalem,2026Q1
nakit ve nakit benzerleri,31005730
finansal yatırımlar,0
duran finansal yatırımlar,34775840
kısa vadeli borçlanmalar,26060690
uzun vadeli borçlanmaların kısa vadeli kısımları,22709868
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,4319259
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,281073867
toplam kaynaklar,485018937
hasılat,34305800
esas faaliyet karı,8549768
ana ortaklık payları,5539312
