Kalem,2026Q1
nakit ve nakit benzerleri,17725547
finansal yatırımlar,92555
duran finansal yatırımlar,13020406
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,1803090
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,10213095
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,145309566
toplam kaynaklar,186689786
hasılat,3357280
esas faaliyet karı,2435428
ana ortaklık payları,1626603
