Kalem,2026Q1
nakit ve nakit benzerleri,872914258
finansal yatırımlar,620069658
duran finansal yatırımlar,9019728
kısa vadeli borçlanmalar,600632333
uzun vadeli borçlanmaların kısa vadeli kısımları,828470822
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,1345196941
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,10649561720
toplam kaynaklar,17016527539
hasılat,4724223938
esas faaliyet karı,53228773
ana ortaklık payları,(91204856)
