Kalem,2026Q1
nakit ve nakit benzerleri,121693388
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,760212972
uzun vadeli borçlanmaların kısa vadeli kısımları,578781648
kısa dönem kira yükümlülükleri,484631940
uzun vadeli borçlanmalar,119145588
uzun dönem kira yükümlülükleri,378169938
ana ortaklığa ait özkaynaklar,1494939583
toplam kaynaklar,4434889902
hasılat,1264211312
esas faaliyet karı,(90811947)
ana ortaklık payları,(302905028)
