Kalem,2026Q1
nakit ve nakit benzerleri,254378820
finansal yatırımlar,45455658
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,17485227
uzun vadeli borçlanmalar,0
uzun dönem kira yükümlülükleri,41271059
ana ortaklığa ait özkaynaklar,3159865956
toplam kaynaklar,3717623884
hasılat,494824553
esas faaliyet karı,72901005
ana ortaklık payları,82928795
