Kalem,2026Q1
nakit ve nakit benzerleri,15355090
finansal yatırımlar,2690383
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,29385957
uzun vadeli borçlanmaların kısa vadeli kısımları,94441
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,26264887
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,144002145
toplam kaynaklar,363787949
hasılat,21113527
esas faaliyet karı,6055071
ana ortaklık payları,1260064
