Kalem,2026Q1
nakit ve nakit benzerleri,21285491
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,149482897
uzun vadeli borçlanmaların kısa vadeli kısımları,738667201
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,2103691672
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,13453377967
toplam kaynaklar,18977969632
hasılat,1407802703
esas faaliyet karı,-77643495
ana ortaklık payları,-433674414
