Kalem,2026Q1
nakit ve nakit benzerleri,20991351
finansal yatırımlar,165480
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,1200000
uzun vadeli borçlanmaların kısa vadeli kısımları,23913802
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,44258949
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,58964771
toplam kaynaklar,200816715
hasılat,95109919
esas faaliyet karı,1683783
ana ortaklık payları,2988567
