Kalem,2026Q1
nakit ve nakit benzerleri,483144
finansal yatırımlar,33233
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,1553141
uzun vadeli borçlanmaların kısa vadeli kısımları,799807
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,2738926
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,15338755
toplam kaynaklar,38107334
hasılat,6823383
esas faaliyet karı,1919352
ana ortaklık payları,181687
