Kalem,2026Q1
nakit ve nakit benzerleri,1093324548
finansal yatırımlar,4080290468
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,3645164321
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,2006358248
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,6815590152
toplam kaynaklar,15840021001
hasılat,2563409814
esas faaliyet karı,(247640413)
ana ortaklık payları,(422832425)
