Kalem,2026Q1
nakit ve nakit benzerleri,1857666278
finansal yatırımlar,0
duran finansal yatırımlar,244907712
kısa vadeli borçlanmalar,5046371008
uzun vadeli borçlanmaların kısa vadeli kısımları,436665772
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,1399836413
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,4605953109
toplam kaynaklar,16382782973
hasılat,8133438736
esas faaliyet karı,372222930
ana ortaklık payları,481101194
