Kalem,2026Q1
nakit ve nakit benzerleri,47131756
finansal yatırımlar,143654733
duran finansal yatırımlar,52203181
kısa vadeli borçlanmalar,48183
uzun vadeli borçlanmaların kısa vadeli kısımları,270713
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,6645401
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,386633607
toplam kaynaklar,507036082
hasılat,35829828
esas faaliyet karı,6480923
ana ortaklık payları,3414434
