Kalem,2025Q1
nakit ve nakit benzerleri,80826705
finansal yatırımlar,233413643
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,107809744
uzun vadeli borçlanmaların kısa vadeli kısımları,419358892
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,349546341
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,6895156083
toplam kaynaklar,10336075999
hasılat,1390601511
esas faaliyet karı,543836898
ana ortaklık payları,118911218
