Kalem,2025Q1
nakit ve nakit benzerleri,19432912
finansal yatırımlar,21540
duran finansal yatırımlar,3694270
kısa vadeli borçlanmalar,494195
uzun vadeli borçlanmaların kısa vadeli kısımları,4708503
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,20153266
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,63982246
toplam kaynaklar,162405226
hasılat,78436533
esas faaliyet karı,(3033056)
ana ortaklık payları,981163
