Kalem,2025Q1
nakit ve nakit benzerleri,136986693
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,98132592
uzun vadeli borçlanmaların kısa vadeli kısımları,0
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,4186544
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,2869594603
toplam kaynaklar,4430357183
hasılat,781833837
esas faaliyet karı,373386349
ana ortaklık payları,86440025
