Kalem,2025Q1
nakit ve nakit benzerleri,7314443767
finansal yatırımlar,4083400796
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,0
uzun vadeli borçlanmaların kısa vadeli kısımları,1084560763
kısa dönem kira yükümlülükleri,75050876
uzun vadeli borçlanmalar,2045048123
uzun dönem kira yükümlülükleri,145545661
ana ortaklığa ait özkaynaklar,46361657889
toplam kaynaklar,65236143101
hasılat,10354739100
esas faaliyet karı,2110446660
ana ortaklık payları,996277909
