Kalem,2025Q1
nakit ve nakit benzerleri,139783058
finansal yatırımlar,146108059
duran finansal yatırımlar,21406634
kısa vadeli borçlanmalar,710711
uzun vadeli borçlanmaların kısa vadeli kısımları,7680661
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,1600458
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,1062270373
toplam kaynaklar,1574836470
hasılat,492328614
esas faaliyet karı,(11163303)
ana ortaklık payları,(28168526)
