Kalem,2025Q1
nakit ve nakit benzerleri,6392082527
finansal yatırımlar,0
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,2074585790
uzun vadeli borçlanmaların kısa vadeli kısımları,51302613
kısa dönem kira yükümlülükleri,73191410
uzun vadeli borçlanmalar,55947111
uzun dönem kira yükümlülükleri,76877295
ana ortaklığa ait özkaynaklar,10996671268
toplam kaynaklar,20810507705
hasılat,7671433039
esas faaliyet karı,181678741
ana ortaklık payları,(14158063)
