Kalem,2025Q1
nakit ve nakit benzerleri,43866671
finansal yatırımlar,0
duran finansal yatırımlar,248267
kısa vadeli borçlanmalar,67734061
uzun vadeli borçlanmaların kısa vadeli kısımları,11500533
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,79328606
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,71234616
toplam kaynaklar,447717763
hasılat,109117642
esas faaliyet karı,2504920
ana ortaklık payları,(1640076)
