Kalem,2025Q1
nakit ve nakit benzerleri,309222731
finansal yatırımlar,38395592
duran finansal yatırımlar,0
kısa vadeli borçlanmalar,2257496779
uzun vadeli borçlanmaların kısa vadeli kısımları,37261512
kısa dönem kira yükümlülükleri,0
uzun vadeli borçlanmalar,569604954
uzun dönem kira yükümlülükleri,0
ana ortaklığa ait özkaynaklar,8172032762
toplam kaynaklar,13008589857
hasılat,3093403746
esas faaliyet karı,886945002
ana ortaklık payları,246186029
